query,_id,_score,name,summary,symbol
ENSG00000105664,1311,19.632963,cartilage oligomeric matrix protein,"The protein encoded by this gene is a noncollagenous extracellular matrix (ECM) protein. It consists of five identical glycoprotein subunits, each with EGF-like and calcium-binding (thrombospondin-like) domains. Oligomerization results from formation of a five-stranded coiled coil and disulfides. Binding to other ECM proteins such as collagen appears to depend on divalent cations. Contraction or expansion of a 5 aa aspartate repeat and other mutations can cause pseudochondroplasia (PSACH) and multiple epiphyseal dysplasia (MED). [provided by RefSeq, Jul 2016].",COMP
ENSG00000136492,83990,19.696316,BRCA1 interacting protein C-terminal helicase 1,"The protein encoded by this gene is a member of the RecQ DEAH helicase family and interacts with the BRCT repeats of breast cancer, type 1 (BRCA1). The bound complex is important in the normal double-strand break repair function of breast cancer, type 1 (BRCA1). This gene may be a target of germline cancer-inducing mutations. [provided by RefSeq, Jul 2008].",BRIP1
ENSG00000142661,127294,19.611439,myomesin 3,,MYOM3
ENSG00000166343,118490,20.210897,MSS51 mitochondrial translational activator,,MSS51
ENSG00000275493,ENSG00000275493,20.943907,,,AL627230.1
ENSG00000213967,730087,20.918093,zinc finger protein 726,,ZNF726
ENSG00000124092,140690,20.135923,CCCTC-binding factor like,"CCCTC-binding factor (CTCF), an 11-zinc-finger factor involved in gene regulation, utilizes different zinc fingers to bind varying DNA target sites. CTCF forms methylation-sensitive insulators that regulate X-chromosome inactivation. This gene is a paralog of CTCF and appears to be expressed primarily in the cytoplasm of spermatocytes, unlike CTCF which is expressed primarily in the nucleus of somatic cells. CTCF and the protein encoded by this gene are normally expressed in a mutually exclusive pattern that correlates with resetting of methylation marks during male germ cell differentiation. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2012].",CTCFL
ENSG00000256100,ENSG00000256100,20.931416,,,AP000721.1
ENSG00000038210,55300,19.690966,phosphatidylinositol 4-kinase type 2 beta,"This gene encodes a member of the type II PI4 kinase protein family. The encoded protein is primarily cytosolic and contributes to overall PI4-kinase activity along with other protein family members. This protein is involved in early T cell activation. [provided by RefSeq, Dec 2016].",PI4K2B
ENSG00000158955,7484,19.689363,Wnt family member 9B,"The WNT gene family consists of structurally related genes that encode secreted signaling proteins. These proteins have been implicated in oncogenesis and in several developmental processes, including regulation of cell fate and patterning during embryogenesis. This gene is a member of the WNT gene family. Study of its expression in the teratocarcinoma cell line NT2 suggests that it may be implicated in the early process of neuronal differentiation of NT2 cells induced by retinoic acid. This gene is clustered with WNT3, another family member, in the chromosome 17q21 region. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2016].",WNT9B
ENSG00000101972,10735,19.224144,stromal antigen 2,"The protein encoded by this gene is a subunit of the cohesin complex, which regulates the separation of sister chromatids during cell division. Targeted inactivation of this gene results in chromatid cohesion defects and aneuploidy, suggesting that genetic disruption of cohesin is a cause of aneuploidy in human cancer. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2013].",STAG2
ENSG00000125912,56926,20.132837,nicalin,,NCLN
ENSG00000119335,6418,20.187975,SET nuclear proto-oncogene,"The protein encoded by this gene inhibits acetylation of nucleosomes, especially histone H4, by histone acetylases (HAT). This inhibition is most likely accomplished by masking histone lysines from being acetylated, and the consequence is to silence HAT-dependent transcription. The encoded protein is part of a complex localized to the endoplasmic reticulum but is found in the nucleus and inhibits apoptosis following attack by cytotoxic T lymphocytes. This protein can also enhance DNA replication of the adenovirus genome. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011].",SET
ENSG00000143632,58,19.699957,"actin alpha 1, skeletal muscle","The product encoded by this gene belongs to the actin family of proteins, which are highly conserved proteins that play a role in cell motility, structure and integrity. Alpha, beta and gamma actin isoforms have been identified, with alpha actins being a major constituent of the contractile apparatus, while beta and gamma actins are involved in the regulation of cell motility. This actin is an alpha actin that is found in skeletal muscle. Mutations in this gene cause nemaline myopathy type 3, congenital myopathy with excess of thin myofilaments, congenital myopathy with cores, and congenital myopathy with fiber-type disproportion, diseases that lead to muscle fiber defects. [provided by RefSeq, Jul 2008].",ACTA1
ENSG00000178372,51806,19.606363,calmodulin like 5,"This gene encodes a novel calcium binding protein expressed in the epidermis and related to the calmodulin family of calcium binding proteins. Functional studies with recombinant protein demonstrate it does bind calcium and undergoes a conformational change when it does so. Abundant expression is detected only in reconstructed epidermis and is restricted to differentiating keratinocytes. In addition, it can associate with transglutaminase 3, shown to be a key enzyme in the terminal differentiation of keratinocytes. [provided by RefSeq, Jul 2008].",CALML5
ENSG00000129810,151648,19.637806,shugoshin 1,"The protein encoded by this gene is a member of the shugoshin family of proteins. This protein is thought to protect centromeric cohesin from cleavage during mitotic prophase by preventing phosphorylation of a cohesin subunit. Reduced expression of this gene leads to the premature loss of centromeric cohesion, mis-segregation of sister chromatids, and mitotic arrest. Evidence suggests that this protein also protects a small subset of cohesin found along the length of the chromosome arms during mitotic prophase. An isoform lacking exon 6 has been shown to play a role in the cohesion of centrioles (PMID: 16582621 and PMID:18331714). Mutations in this gene have been associated with Chronic Atrial and Intestinal Dysrhythmia (CAID) syndrome, characterized by the co-occurrence of Sick Sinus Syndrome (SSS) and Chronic Intestinal Pseudo-obstruction (CIPO) within the first four decades of life (PMID:25282101). Fibroblast cells from CAID patients exhibited both increased cell proliferation and higher rates of senescence. Pseudogenes of this gene have been found on chromosomes 1 and 7. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2015].",SGO1
ENSG00000117114,23266,20.213406,adhesion G protein-coupled receptor L2,"This gene encodes a member of the latrophilin subfamily of G-protein coupled receptors. The encoded protein participates in the regulation of exocytosis. The proprotein is thought to be further cleaved within a cysteine-rich G-protein-coupled receptor proteolysis site into two chains that are non-covalently bound at the cell membrane. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014].",ADGRL2
ENSG00000175206,4878,19.69332,natriuretic peptide A,"The protein encoded by this gene belongs to the natriuretic peptide family. Natriuretic peptides are implicated in the control of extracellular fluid volume and electrolyte homeostasis. This protein is synthesized as a large precursor (containing a signal peptide), which is processed to release a peptide from the N-terminus with similarity to vasoactive peptide, cardiodilatin, and another peptide from the C-terminus with natriuretic-diuretic activity. Mutations in this gene have been associated with atrial fibrillation familial type 6. This gene is located adjacent to another member of the natriuretic family of peptides on chromosome 1. [provided by RefSeq, Oct 2015].",NPPA
ENSG00000145675,5295,18.911001,phosphoinositide-3-kinase regulatory subunit 1,"Phosphatidylinositol 3-kinase phosphorylates the inositol ring of phosphatidylinositol at the 3-prime position. The enzyme comprises a 110 kD catalytic subunit and a regulatory subunit of either 85, 55, or 50 kD. This gene encodes the 85 kD regulatory subunit. Phosphatidylinositol 3-kinase plays an important role in the metabolic actions of insulin, and a mutation in this gene has been associated with insulin resistance. Alternative splicing of this gene results in four transcript variants encoding different isoforms. [provided by RefSeq, Jun 2011].",PIK3R1
ENSG00000062096,416,20.890919,arylsulfatase F,"This gene is a member of the sulfatase family, and more specifically, the arylsulfatase subfamily. Members of the subfamily share similarity in sequence and splice sites, and are clustered together on chromosome X, suggesting that they are derived from recent gene duplication events. Sulfatases are essential for the correct composition of bone and cartilage matrix. The activity of this protein, unlike that of arylsulfatase E, is not inhibited by warfarin. Multiple alternatively spliced variants, encoding the same protein, have been identified.[provided by RefSeq, Jan 2011].",ARSF
ENSG00000074842,56005,21.0123,myeloid derived growth factor,"The protein encoded by this gene was previously thought to support proliferation of lymphoid cells and was considered an interleukin. However, this activity has not been reproducible and the function of this protein is currently unknown. [provided by RefSeq, Jul 2008].",MYDGF
ENSG00000255552,ENSG00000255552,20.181303,lymphocyte antigen 6 family member G6E,,LY6G6E
ENSG00000183684,10189,20.926992,Aly/REF export factor,"The protein encoded by this gene is a heat stable, nuclear protein and functions as a molecular chaperone. It is thought to regulate dimerization, DNA binding, and transcriptional activity of basic region-leucine zipper (bZIP) proteins. [provided by RefSeq, Jul 2008].",ALYREF
ENSG00000077009,27231,21.013294,nicotinamide riboside kinase 2,,NMRK2
ENSG00000124491,2162,19.303404,coagulation factor XIII A chain,"This gene encodes the coagulation factor XIII A subunit. Coagulation factor XIII is the last zymogen to become activated in the blood coagulation cascade. Plasma factor XIII is a heterotetramer composed of 2 A subunits and 2 B subunits. The A subunits have catalytic function, and the B subunits do not have enzymatic activity and may serve as plasma carrier molecules. Platelet factor XIII is comprised only of 2 A subunits, which are identical to those of plasma origin. Upon cleavage of the activation peptide by thrombin and in the presence of calcium ion, the plasma factor XIII dissociates its B subunits and yields the same active enzyme, factor XIIIa, as platelet factor XIII. This enzyme acts as a transglutaminase to catalyze the formation of gamma-glutamyl-epsilon-lysine crosslinking between fibrin molecules, thus stabilizing the fibrin clot. It also crosslinks alpha-2-plasmin inhibitor, or fibronectin, to the alpha chains of fibrin. Factor XIII deficiency is classified into two categories: type I deficiency, characterized by the lack of both the A and B subunits; and type II deficiency, characterized by the lack of the A subunit alone. These defects can result in a lifelong bleeding tendency, defective wound healing, and habitual abortion. [provided by RefSeq, Jul 2008].",F13A1
ENSG00000100604,1113,19.618103,chromogranin A,"The protein encoded by this gene is a member of the chromogranin/secretogranin family of neuroendocrine secretory proteins. It is found in secretory vesicles of neurons and endocrine cells. This gene product is a precursor to three biologically active peptides; vasostatin, pancreastatin, and parastatin. These peptides act as autocrine or paracrine negative modulators of the neuroendocrine system. Two other peptides, catestatin and chromofungin, have antimicrobial activity and antifungal activity, respectively. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2014].",CHGA
ENSG00000212993,5462,20.963913,POU class 5 homeobox 1B,"This intronless gene was thought to be a transcribed pseudogene of POU class 5 homeobox 1, however, it has been reported that this gene can encode a functional protein. The encoded protein is nearly the same length as and highly similar to the POU class 5 homeobox 1 transcription factor, has been shown to be a weak transcriptional activator and may play a role in carcinogenesis and eye development. [provided by RefSeq, Apr 2009].",POU5F1B
ENSG00000126777,3895,20.951118,kinectin 1,"This gene encodes an integral membrane protein that is a member of the kinectin protein family. The encoded protein is primarily localized to the endoplasmic reticulum membrane. This protein binds kinesin and may be involved in intracellular organelle motility. This protein also binds translation elongation factor-delta and may be involved in the assembly of the elongation factor-1 complex. Alternate splicing results in multiple transcript variants of this gene. [provided by RefSeq, Aug 2012].",KTN1
ENSG00000113594,3977,19.224144,LIF receptor subunit alpha,"This gene encodes a protein that belongs to the type I cytokine receptor family. This protein combines with a high-affinity converter subunit, gp130, to form a receptor complex that mediates the action of the leukemia inhibitory factor, a polyfunctional cytokine that is involved in cellular differentiation, proliferation and survival in the adult and the embryo. Mutations in this gene cause Schwartz-Jampel syndrome type 2, a disease belonging to the group of the bent-bone dysplasias. A translocation that involves the promoter of this gene, t(5;8)(p13;q12) with the pleiomorphic adenoma gene 1, is associated with salivary gland pleiomorphic adenoma, a common type of benign epithelial tumor of the salivary gland. Multiple splice variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jun 2018].",LIFR
ENSG00000172867,3849,20.918093,keratin 2,"The protein encoded by this gene is a member of the keratin gene family. The type II cytokeratins consist of basic or neutral proteins which are arranged in pairs of heterotypic keratin chains coexpressed during differentiation of simple and stratified epithelial tissues. This type II cytokeratin is expressed largely in the upper spinous layer of epidermal keratinocytes and mutations in this gene have been associated with bullous congenital ichthyosiform erythroderma. The type II cytokeratins are clustered in a region of chromosome 12q12-q13. [provided by RefSeq, Jul 2008].",KRT2
ENSG00000029559,3381,20.220062,integrin binding sialoprotein,"The protein encoded by this gene is a major structural protein of the bone matrix. It constitutes approximately 12% of the noncollagenous proteins in human bone and is synthesized by skeletal-associated cell types, including hypertrophic chondrocytes, osteoblasts, osteocytes, and osteoclasts. The only extraskeletal site of its synthesis is the trophoblast. This protein binds to calcium and hydroxyapatite via its acidic amino acid clusters, and mediates cell attachment through an RGD sequence that recognizes the vitronectin receptor. [provided by RefSeq, Jul 2008].",IBSP
ENSG00000132437,1644,19.54568,dopa decarboxylase,"The encoded protein catalyzes the decarboxylation of L-3,4-dihydroxyphenylalanine (DOPA) to dopamine, L-5-hydroxytryptophan to serotonin and L-tryptophan to tryptamine. Defects in this gene are the cause of aromatic L-amino-acid decarboxylase deficiency (AADCD). AADCD deficiency is an inborn error in neurotransmitter metabolism that leads to combined serotonin and catecholamine deficiency. Multiple alternatively spliced transcript variants encoding different isoforms have been identified for this gene. [provided by RefSeq, Jun 2011].",DDC
ENSG00000221932,641654,21.004278,"hepatocellular carcinoma, down-regulated 1","This gene is expressed in the liver, and encodes a short peptide that is localized predominantly to the cytoplasm. Transient transfection studies showed that expression of this gene significantly inhibited cell growth, and it may have a role in apoptosis. Expression of this gene is downregulated or lost in hepatocellular carcinomas (HCC), suggesting that loss of this gene is involved in carcinogenesis of hepatocytes (PMID:12971969). Also to note is that this gene maps to the 3'-noncoding region of HEPACAM gene (GeneID:220296) on the antisense strand (PMID:15885354). [provided by RefSeq, Aug 2011].",HEPN1
ENSG00000170965,10761,20.930513,placenta enriched 1,,PLAC1
ENSG00000070761,29105,20.137043,cilia and flagella associated protein 20,,CFAP20
ENSG00000172005,4118,19.60205,"mal, T cell differentiation protein","The protein encoded by this gene is a highly hydrophobic integral membrane protein belonging to the MAL family of proteolipids. The protein has been localized to the endoplasmic reticulum of T-cells and is a candidate linker protein in T-cell signal transduction. In addition, this proteolipid is localized in compact myelin of cells in the nervous system and has been implicated in myelin biogenesis and/or function. The protein plays a role in the formation, stabilization and maintenance of glycosphingolipid-enriched membrane microdomains. Down-regulation of this gene has been associated with a variety of human epithelial malignancies. Alternative splicing produces four transcript variants which vary from each other by the presence or absence of alternatively spliced exons 2 and 3. [provided by RefSeq, May 2012].",MAL
ENSG00000226321,728763,20.92489,"ciliary rootlet coiled-coil, rootletin family member 2",,CROCC2
ENSG00000186193,89958,20.09914,suppressor APC domain containing 2,,SAPCD2
ENSG00000215704,51032,20.057407,chymotrypsin like elastase 2B,"Elastases form a subfamily of serine proteases that hydrolyze many proteins in addition to elastin. Humans have six elastase genes which encode the structurally similar proteins elastase 1, 2, 2A, 2B, 3A, and 3B. Like most of the human elastases, elastase 2B is secreted from the pancreas as a zymogen. In other species, elastase 2B has been shown to preferentially cleave proteins after leucine, methionine, and phenylalanine residues. [provided by RefSeq, Jul 2008].",CELA2B
ENSG00000248672,100526664,20.930513,LY75-CD302 readthrough,"This locus represents naturally occurring read-through transcription between the neighboring lymphocyte antigen 75 (LY75) and CD302 molecule (CD302) genes. Alternative splicing results in multiple transcript variants encoding fusion products that share sequence identity with each individual gene product. [provided by RefSeq, Nov 2010].",LY75-CD302
ENSG00000258227,23601,20.123207,C-type lectin domain containing 5A,"This gene encodes a member of the C-type lectin/C-type lectin-like domain (CTL/CTLD) superfamily. Members of this family share a common protein fold and have diverse functions, such as cell adhesion, cell-cell signalling, glycoprotein turnover, and roles in inflammation and immune response. The encoded type II transmembrane protein interacts with dnax-activation protein 12 and may play a role in cell activation. Alternative splice variants have been described but their full-length sequence has not been determined. [provided by RefSeq, Jul 2008].",CLEC5A
ENSG00000100485,6655,19.303782,SOS Ras/Rho guanine nucleotide exchange factor 2,"This gene encodes a regulatory protein that is involved in the positive regulation of ras proteins. Mutations in this gene are associated with Noonan Syndrome-9. [provided by RefSeq, Jul 2016].",SOS2
ENSG00000124237,128602,20.92489,chromosome 20 open reading frame 85,,C20orf85
ENSG00000156017,138199,19.618103,carnosine N-methyltransferase 1,"The protein encoded by this gene is a methyltransferase that converts carnosine to anserine, a dipeptide found abundantly in skeletal muscle. The encoded protein can methylate other dipeptides as well. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Feb 2016].",CARNMT1
ENSG00000196220,9901,20.212498,SLIT-ROBO Rho GTPase activating protein 3,,SRGAP3
ENSG00000050344,9603,19.659771,"nuclear factor, erythroid 2 like 3","This gene encodes a member of the cap 'n' collar basic-region leucine zipper family of transcription factors. The encoded protein heterodimerizes with small musculoaponeurotic fibrosarcoma factors to bind antioxidant response elements in target genes. This protein is a membrane bound glycoprotein that is targeted to the endoplasmic reticulum and the nuclear envelope. Pseudogenes of this gene are found on chromosomes 16, 17, and 18. [provided by RefSeq, Mar 2009].",NFE2L3
ENSG00000136108,26586,20.914988,cytoskeleton associated protein 2,"This gene encodes a cytoskeleton-associated protein that stabalizes microtubules and plays a role in the regulation of cell division. The encoded protein is itself regulated through phosphorylation at multiple serine and threonine residues. There is a pseudogene of this gene on chromosome 14. Alternative splicing results in multiple transcript variations. [provided by RefSeq, Nov 2013].",CKAP2
ENSG00000119314,9991,19.658693,polypyrimidine tract binding protein 3,"The protein encoded by this gene binds RNA and is a regulator of cell differentiation. The encoded protein preferentially binds to poly(G) and poly(U) sequences in vitro. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011].",PTBP3
ENSG00000205726,6453,19.301373,intersectin 1,"The protein encoded by this gene is a cytoplasmic membrane-associated protein that indirectly coordinates endocytic membrane traffic with the actin assembly machinery. In addition, the encoded protein may regulate the formation of clathrin-coated vesicles and could be involved in synaptic vesicle recycling. This protein has been shown to interact with dynamin, CDC42, SNAP23, SNAP25, SPIN90, EPS15, EPN1, EPN2, and STN2. Multiple transcript variants encoding different isoforms have been found for this gene, but the full-length nature of only two of them have been characterized so far. [provided by RefSeq, Jul 2008].",ITSN1
ENSG00000174371,9156,19.301563,exonuclease 1,"This gene encodes a protein with 5' to 3' exonuclease activity as well as an RNase H activity. It is similar to the Saccharomyces cerevisiae protein Exo1 which interacts with Msh2 and which is involved in mismatch repair and recombination. Alternative splicing of this gene results in three transcript variants encoding two different isoforms. [provided by RefSeq, Jul 2008].",EXO1
ENSG00000051596,84321,19.678885,THO complex 3,"This gene encodes a component of the nuclear THO transcription elongation complex, which is part of the larger transcription export (TREX) complex that couples messenger RNA processing and export. In humans, the transcription export complex is recruited to the 5'-end of messenger RNAs in a splicing- and cap-dependent manner. Studies of a related complex in mouse suggest that the metazoan transcription export complex is involved in cell differentiation and development. A pseudogene of this gene has been defined on chromosome 5. [provided by RefSeq, May 2013].",THOC3
ENSG00000140263,6652,19.697796,sorbitol dehydrogenase,"Sorbitol dehydrogenase (SORD; EC 1.1.1.14) catalyzes the interconversion of polyols and their corresponding ketoses, and together with aldose reductase (ALDR1; MIM 103880), makes up the sorbitol pathway that is believed to play an important role in the development of diabetic complications (summarized by Carr and Markham, 1995 [PubMed 8535074]). The first reaction of the pathway (also called the polyol pathway) is the reduction of glucose to sorbitol by ALDR1 with NADPH as the cofactor. SORD then oxidizes the sorbitol to fructose using NAD(+) cofactor.[supplied by OMIM, Jul 2010].",SORD
ENSG00000062725,10513,20.15672,amyloid beta precursor protein binding protein 2,"The protein encoded by this gene interacts with microtubules and is functionally associated with beta-amyloid precursor protein transport and/or processing. The beta-amyloid precursor protein is a cell surface protein with signal-transducing properties, and it is thought to play a role in the pathogenesis of Alzheimer's disease. The encoded protein may be involved in regulating cell death. This gene has been found to be highly expressed in breast cancer. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013].",APPBP2
ENSG00000154485,118856,19.611305,matrix metallopeptidase 21,"This gene encodes a member of the matrix metalloproteinase family. Proteins in this family are involved in the breakdown of extracellular matrix for both normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, and disease processes, such as asthma and tumor metastasis. The encoded protein may play an important role in embryogenesis, particularly in neuronal cells, as well as in lymphocyte development and survival. [provided by RefSeq, May 2013].",MMP21
ENSG00000241404,80864,19.692942,EGF like domain multiple 8,,EGFL8
ENSG00000173898,6712,20.212631,"spectrin beta, non-erythrocytic 2","Spectrins are principle components of a cell's membrane-cytoskeleton and are composed of two alpha and two beta spectrin subunits. The protein encoded by this gene (SPTBN2), is called spectrin beta non-erythrocytic 2 or beta-III spectrin. It is related to, but distinct from, the beta-II spectrin gene which is also known as spectrin beta non-erythrocytic 1 (SPTBN1). SPTBN2 regulates the glutamate signaling pathway by stabilizing the glutamate transporter EAAT4 at the surface of the plasma membrane. Mutations in this gene cause a form of spinocerebellar ataxia, SCA5, that is characterized by neurodegeneration, progressive locomotor incoordination, dysarthria, and uncoordinated eye movements. [provided by RefSeq, Dec 2009].",SPTBN2
ENSG00000130147,23677,20.136175,SH3 domain binding protein 4,"This gene encodes a protein with 3 Asn-Pro-Phe (NPF) motifs, an SH3 domain, a PXXP motif, a bipartite nuclear targeting signal, and a tyrosine phosphorylation site. This protein is involved in cargo-specific control of clathrin-mediated endocytosis, specifically controlling the internalization of a specific protein receptor. [provided by RefSeq, Jul 2008].",SH3BP4
ENSG00000141510,7157,18.959194,tumor protein p53,"This gene encodes a tumor suppressor protein containing transcriptional activation, DNA binding, and oligomerization domains. The encoded protein responds to diverse cellular stresses to regulate expression of target genes, thereby inducing cell cycle arrest, apoptosis, senescence, DNA repair, or changes in metabolism. Mutations in this gene are associated with a variety of human cancers, including hereditary cancers such as Li-Fraumeni syndrome. Alternative splicing of this gene and the use of alternate promoters result in multiple transcript variants and isoforms. Additional isoforms have also been shown to result from the use of alternate translation initiation codons from identical transcript variants (PMIDs: 12032546, 20937277). [provided by RefSeq, Dec 2016].",TP53
ENSG00000163736,5473,20.152128,pro-platelet basic protein,"The protein encoded by this gene is a platelet-derived growth factor that belongs to the CXC chemokine family. This growth factor is a potent chemoattractant and activator of neutrophils. It has been shown to stimulate various cellular processes including DNA synthesis, mitosis, glycolysis, intracellular cAMP accumulation, prostaglandin E2 secretion, and synthesis of hyaluronic acid and sulfated glycosaminoglycan. It also stimulates the formation and secretion of plasminogen activator by synovial cells. The protein also is an antimicrobial protein with bactericidal and antifungal activity. [provided by RefSeq, Nov 2014].",PPBP
ENSG00000100201,10521,20.972132,DEAD-box helicase 17,"DEAD box proteins, characterized by the conserved motif Asp-Glu-Ala-Asp (DEAD), are putative RNA helicases. They are implicated in a number of cellular processes involving alteration of RNA secondary structure, such as translation initiation, nuclear and mitochondrial splicing, and ribosome and splicesosome assembly. Based on their distribution patterns, some members of this family are believed to be involved in embryogenesis, spermatogenesis, and cellular growth and division. This gene encodes a DEAD box protein, which is an ATPase activated by a variety of RNA species, but not by dsDNA. This protein, and that encoded by DDX5 gene, are more closely related to each other than to any other member of the DEAD box family. This gene can encode multiple isoforms due to both alternative splicing and the use of alternative translation initiation codons, including a non-AUG (CUG) start codon. [provided by RefSeq, Apr 2011].",DDX17
ENSG00000163630,132204,20.154495,synaptoporin,,SYNPR
ENSG00000163239,126668,20.210634,tudor domain containing 10,,TDRD10
ENSG00000066455,9950,19.690966,golgin A5,"The Golgi apparatus, which participates in glycosylation and transport of proteins and lipids in the secretory pathway, consists of a series of stacked cisternae (flattened membrane sacs). Interactions between the Golgi and microtubules are thought to be important for the reorganization of the Golgi after it fragments during mitosis. This gene encodes one of the golgins, a family of proteins localized to the Golgi. This protein is a coiled-coil membrane protein that has been postulated to play a role in vesicle tethering and docking. Translocations involving this gene and the ret proto-oncogene have been found in tumor tissues; the chimeric sequences have been designated RET-II and PTC5. A pseudogene of this gene is located on the short arm of chromosome 5. [provided by RefSeq, Jul 2013].",GOLGA5
ENSG00000140284,11001,19.689363,solute carrier family 27 member 2,"The protein encoded by this gene is an isozyme of long-chain fatty-acid-coenzyme A ligase family. Although differing in substrate specificity, subcellular localization, and tissue distribution, all isozymes of this family convert free long-chain fatty acids into fatty acyl-CoA esters, and thereby play a key role in lipid biosynthesis and fatty acid degradation. This isozyme activates long-chain, branched-chain and very-long-chain fatty acids containing 22 or more carbons to their CoA derivatives. It is expressed primarily in liver and kidney, and is present in both endoplasmic reticulum and peroxisomes, but not in mitochondria. Its decreased peroxisomal enzyme activity is in part responsible for the biochemical pathology in X-linked adrenoleukodystrophy. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Apr 2009].",SLC27A2
ENSG00000158019,9577,20.21515,BRISC and BRCA1 A complex member 2,"This gene encodes an anti-apoptotic, death receptor-associated protein that interacts with tumor necrosis factor-receptor-1. The encoded protein acts as an adapter in several protein complexes, including the BRCA1-A complex and the BRISC complex. The BRCA1-A complex possesses ubiquitinase activity and targets sites of double strand DNA breaks, while the BRISC complex exhibits deubiquitinase activity and is involved in mitotic spindle assembly. This gene is upregulated in several types of cancer. [provided by RefSeq, Jun 2016].",BABAM2
ENSG00000134318,9475,20.150566,Rho associated coiled-coil containing protein kinase 2,"The protein encoded by this gene is a serine/threonine kinase that regulates cytokinesis, smooth muscle contraction, the formation of actin stress fibers and focal adhesions, and the activation of the c-fos serum response element. This protein, which is an isozyme of ROCK1 is a target for the small GTPase Rho. [provided by RefSeq, Jul 2008].",ROCK2
ENSG00000177459,203111,20.22106,glutamate rich 5,,ERICH5
ENSG00000184221,116448,20.134708,oligodendrocyte transcription factor 1,,OLIG1
ENSG00000047230,56474,19.690966,CTP synthase 2,"The protein encoded by this gene catalyzes the formation of CTP from UTP with the concomitant deamination of glutamine to glutamate. This protein is the rate-limiting enzyme in the synthesis of cytosine nucleotides, which play an important role in various metabolic processes and provide the precursors necessary for the synthesis of RNA and DNA. Cancer cells that exhibit increased cell proliferation also exhibit an increased activity of this encoded protein. Thus, this protein is an attractive target for selective chemotherapy. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2013].",CTPS2
ENSG00000198718,23116,20.917994,TOG array regulator of axonemal microtubules 1,,TOGARAM1
ENSG00000261787,100129654,20.926992,transcription factor 24,,TCF24
ENSG00000131899,3996,20.123585,LLGL scribble cell polarity complex component 1,"This gene encodes a protein that is similar to a tumor suppressor in Drosophila. The protein is part of a cytoskeletal network and is associated with nonmuscle myosin II heavy chain and a kinase that specifically phosphorylates this protein at serine residues. The gene is located within the Smith-Magenis syndrome region on chromosome 17. [provided by RefSeq, Jul 2008].",LLGL1
ENSG00000101441,1472,20.220062,cystatin S,"The cystatin superfamily encompasses proteins that contain multiple cystatin-like sequences. Some of the members are active cysteine protease inhibitors, while others have lost or perhaps never acquired this inhibitory activity. There are three inhibitory families in the superfamily, including the type 1 cystatins (stefins), type 2 cystatins and the kininogens. The type 2 cystatin proteins are a class of cysteine proteinase inhibitors found in a variety of human fluids and secretions. The cystatin locus on chromosome 20 contains the majority of the type 2 cystatin genes and pseudogenes. This gene is located in the cystatin locus and encodes a type 2 salivary cysteine peptidase inhibitor. The protein is an S-type cystatin, based on its high level of expression in saliva, tears and seminal plasma. The specific role in these fluids is unclear but antibacterial and antiviral activity is present, consistent with a protective function. [provided by RefSeq, Jul 2008].",CST4
ENSG00000267022,ENSG00000267022,20.913952,,,AC067968.1
ENSG00000241119,54600,20.963913,UDP glucuronosyltransferase family 1 member A9,"This gene encodes a UDP-glucuronosyltransferase, an enzyme of the glucuronidation pathway that transforms small lipophilic molecules, such as steroids, bilirubin, hormones, and drugs, into water-soluble, excretable metabolites. This gene is part of a complex locus that encodes several UDP-glucuronosyltransferases. The locus includes thirteen unique alternate first exons followed by four common exons. Four of the alternate first exons are considered pseudogenes. Each of the remaining nine 5' exons may be spliced to the four common exons, resulting in nine proteins with different N-termini and identical C-termini. Each first exon encodes the substrate binding site, and is regulated by its own promoter. The enzyme encoded by this gene is active on phenols. [provided by RefSeq, Jul 2008].",UGT1A9
ENSG00000108381,443,20.184536,aspartoacylase,"This gene encodes an enzyme that catalyzes the conversion of N-acetyl_L-aspartic acid (NAA) to aspartate and acetate. NAA is abundant in the brain where hydrolysis by aspartoacylase is thought to help maintain white matter. This protein is an NAA scavenger in other tissues. Mutations in this gene cause Canavan disease. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jul 2008].",ASPA
